person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid
2438,Male,Asian,67,0,0,0,0,(M1),Battery,1
2440,Male,Caucasian,45,0,0,0,8,(F3),Possession of Morphine,1
2441,Male,Other,25,0,0,0,0,(F3),Child Abuse,1
2443,Male,Other,29,0,0,0,3,(F3),Uttering a Forged Instrument,1
2444,Male,African-American,45,0,0,0,2,(MO3),Carry Open/Uncov Bev In Pub,1
2445,Male,African-American,31,0,0,0,5,(F2),arrest case no charge,1
2446,Male,Caucasian,23,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,1
2447,Female,African-American,22,0,0,1,0,(M1),Battery,1
2449,Male,African-American,26,0,1,0,18,(F3),Aggravated Assault w/Firearm,1
2451,Male,Caucasian,61,0,0,0,0,(M1),Driving Under The Influence,1
2452,Male,African-American,54,0,0,0,12,(F3),Possession of Cocaine,1
2453,Female,Caucasian,51,0,0,0,5,(M1),Battery,1
2456,Male,Caucasian,43,0,0,0,9,(F3),Possession of Hydrocodone,1
2459,Male,African-American,36,0,0,0,0,(F3),Felony Driving While Lic Suspd,1
2460,Male,Caucasian,58,0,0,0,3,(F3),Felony Petit Theft,1
2461,Female,African-American,49,0,0,0,1,(F3),arrest case no charge,1
2462,Male,African-American,32,0,0,0,1,(M2),Disorderly Conduct,1
2463,Female,Caucasian,25,0,0,0,1,(F3),Grand Theft (Motor Vehicle),1
2464,Male,African-American,57,0,0,0,12,(F3),Possession of Cocaine,1
2465,Male,African-American,37,0,0,0,2,(F3),Possession Of Alprazolam,1
2466,Male,African-American,32,0,0,0,1,(F3),Felony Driving While Lic Suspd,1
2470,Male,African-American,51,0,0,0,8,(F3),arrest case no charge,1
2474,Male,African-American,45,0,0,0,8,(F2),arrest case no charge,2
2475,Male,Other,48,0,0,0,1,(F3),arrest case no charge,1
2476,Male,African-American,26,0,1,1,13,(F3),Driving While License Revoked,1
2477,Male,Caucasian,34,1,0,0,9,(F3),Agg Assault W/int Com Fel Dome,1
2478,Male,African-American,25,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,1
2479,Male,African-American,31,0,0,0,8,(M1),Battery,1
2480,Male,African-American,43,0,0,0,1,(F3),arrest case no charge,1
2482,Male,African-American,30,0,0,0,0,(M1),Battery,1
2483,Male,African-American,21,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,1
2484,Male,Caucasian,50,0,0,0,0,(M2),Driving Under The Influence,1
2485,Female,African-American,31,0,0,0,2,(F3),Grand Theft (Motor Vehicle),1
2487,Male,African-American,32,0,0,0,1,(F3),False Ownership Info/Pawn Item,2
2488,Female,Caucasian,46,0,0,0,0,(M1),Battery,1
2489,Male,Hispanic,22,0,0,0,0,(F3),Crimin Mischief Damage $1000+,1
2491,Female,Other,32,0,0,0,0,(M1),Battery,1
2492,Male,Caucasian,51,0,0,0,10,(F7),Burglary Dwelling Assault/Batt,1
2495,Male,Caucasian,21,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,1
2496,Male,Other,22,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1
2497,Male,Other,52,0,0,0,2,(F3),arrest case no charge,1
2498,Male,Caucasian,49,0,0,0,2,(M1),Battery,1
2499,Male,Caucasian,55,0,0,0,3,(F3),Possession of Cocaine,1
2500,Female,Caucasian,58,0,0,0,5,(M1),Battery,1
2501,Male,African-American,22,0,0,0,0,(F3),Uttering a Forged Instrument,1
2502,Male,Hispanic,45,0,0,0,0,(F3),Grand Theft (Motor Vehicle),1
2503,Female,African-American,31,0,0,0,7,(F3),Felony Driving While Lic Suspd,1
2504,Male,Caucasian,22,0,0,1,0,(M2),Petit Theft,1
2505,Female,African-American,37,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1
2507,Male,African-American,28,0,0,0,5,(M1),Possess Cannabis/20 Grams Or Less,1
2509,Male,African-American,21,0,0,0,1,(F3),Grand Theft in the 3rd Degree,2
2510,Male,Hispanic,42,0,0,0,0,(F3),Felony Battery (Dom Strang),1
2511,Male,Hispanic,37,0,0,1,2,(M2),Exposes Culpable Negligence,1
2512,Male,African-American,30,0,2,0,21,(F3),arrest case no charge,1
2515,Male,African-American,28,2,1,0,11,(F3),Fleeing Or Attmp Eluding A Leo,1
2516,Male,African-American,24,0,0,0,1,(F3),Driving While License Revoked,1
2517,Male,African-American,44,0,0,0,9,(F3),arrest case no charge,1
2518,Male,Hispanic,25,0,0,4,5,(F3),arrest case no charge,1
2519,Male,African-American,32,1,3,0,24,(F3),Driving While License Revoked,2
2520,Male,African-American,29,0,0,0,5,(F3),Att Burgl Unoccupied Dwel,1
2521,Female,African-American,24,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1
2522,Male,Caucasian,29,0,0,0,3,(F3),False Ownership Info/Pawn Item,1
2523,Male,African-American,57,0,0,0,19,(F3),Felony Driving While Lic Suspd,1
2524,Male,Other,21,0,0,0,0,(M2),Prowling/Loitering,1
2525,Male,Caucasian,28,0,0,0,0,(F3),Counterfeit Lic Plates/Sticker,1
2526,Male,Caucasian,51,0,0,0,0,(M1),Battery,1
2527,Male,African-American,34,0,0,0,6,(F3),Possession of Cocaine,1
2529,Male,African-American,26,0,0,0,0,(M2),Unlaw LicTag/Sticker Attach,1
2530,Male,African-American,20,0,0,3,0,(F3),Possession of Butylone,1
2531,Male,Caucasian,23,0,0,0,0,(M2),Leaving Acc/Unattended Veh,1
2532,Male,African-American,25,0,1,0,6,(MO3),arrest case no charge,1
2533,Male,Caucasian,19,0,0,0,0,(M1),Battery,2
2535,Male,Caucasian,60,0,0,0,0,(F3),Battery on Law Enforc Officer,1
2536,Male,African-American,57,0,0,0,27,(M2),arrest case no charge,1
2537,Female,African-American,27,0,0,0,0,(M1),Battery,1
2538,Male,Caucasian,66,0,0,0,1,(M1),arrest case no charge,1
2540,Male,Caucasian,21,0,0,0,0,(F2),arrest case no charge,1
2541,Male,Caucasian,45,0,0,0,1,(F3),Possession of Cocaine,1
2542,Male,African-American,38,0,0,0,6,(F3),Aggravated Assault,2
2543,Male,African-American,37,2,3,0,24,(F1),Burglary With Assault/battery,1
2545,Male,African-American,32,0,0,0,1,(F3),arrest case no charge,1
2546,Male,African-American,64,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2547,Male,African-American,32,0,1,1,8,(M1),Resist/Obstruct W/O Violence,1
2548,Male,African-American,30,0,0,0,1,(F2),Deliver Cocaine,2
2549,Male,African-American,61,0,0,0,1,(M1),arrest case no charge,1
2550,Male,Caucasian,33,0,0,0,0,(F3),Driving While License Revoked,1
2551,Male,Caucasian,38,0,0,0,2,(F3),arrest case no charge,1
2552,Male,Caucasian,34,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,1
2553,Male,African-American,31,0,0,0,1,(M1),Battery,1
2554,Female,Caucasian,49,0,0,0,8,(F1),arrest case no charge,1
2556,Male,African-American,23,0,0,0,0,(F3),Tampering With Physical Evidence,1
2557,Male,African-American,33,0,0,0,14,(F3),Resist Officer w/Violence,1
2561,Female,Caucasian,30,0,0,0,2,(F3),Burglary Unoccupied Dwelling,1
2562,Male,Hispanic,26,0,0,1,7,(M1),Battery,1
2563,Male,Other,38,0,0,0,0,(F3),Criminal Mischief,1
2564,Male,Other,35,0,0,0,3,(M1),Battery,1
2565,Male,African-American,39,0,2,0,19,(F3),Felony Battery w/Prior Convict,1
2566,Male,African-American,27,0,0,1,2,(M1),Possess Cannabis/20 Grams Or Less,1
2567,Male,Caucasian,38,0,0,0,1,(M1),Battery,1
2569,Male,Caucasian,26,0,0,0,0,(M1),Battery,1
2570,Female,African-American,22,0,0,0,0,(F3),Felony Petit Theft,1
2571,Male,African-American,24,0,1,0,4,(F3),Possession of Cocaine,1
2572,Female,African-American,28,0,0,0,2,(F3),Possession Of Alprazolam,1
2574,Male,Caucasian,23,0,0,1,2,(F2),Poss of Firearm by Convic Felo,1
2575,Female,Caucasian,34,0,0,0,1,(F3),arrest case no charge,1
2576,Male,Caucasian,20,0,1,0,1,(F3),Burglary Conveyance Unoccup,1
2577,Male,Other,23,0,0,0,6,(F3),arrest case no charge,1
2578,Male,Other,63,0,0,0,23,(F3),Felony Petit Theft,1
2579,Female,African-American,36,0,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,1
2580,Male,Caucasian,58,0,0,0,1,(F3),arrest case no charge,1
2581,Male,African-American,25,0,0,0,7,(F3),arrest case no charge,1
2582,Male,Caucasian,46,0,0,0,5,(M2),arrest case no charge,1
2583,Female,Caucasian,35,0,0,0,4,(F3),Felony Battery w/Prior Convict,1
2585,Male,African-American,29,0,0,0,3,(F3),Felony Driving While Lic Suspd,1
2586,Male,Caucasian,40,0,0,0,1,(F3),Attempted Robbery  No Weapon,1
2587,Male,African-American,22,1,0,0,3,(F3),Felony Battery (Dom Strang),1
2588,Male,Hispanic,31,0,0,0,3,(F3),Tamper With Witness/Victim/CI,1
2589,Female,Hispanic,34,0,0,0,5,(F3),Live on Earnings of Prostitute,1
2590,Male,African-American,26,0,0,0,4,(F2),Aggravated Battery / Pregnant,1
2591,Male,African-American,23,0,0,0,3,(M1),Viol Prot Injunc Repeat Viol,1
2592,Male,Caucasian,27,0,0,0,0,(M2),Fail Register Vehicle,1
2593,Female,African-American,26,0,0,0,3,(F1),Burglary With Assault/battery,1
2594,Male,African-American,49,0,0,0,1,(F3),Felony Battery (Dom Strang),1
2595,Female,Hispanic,47,0,0,0,0,(M1),Battery,1
2596,Male,African-American,23,0,2,1,8,(M1),Possess Cannabis/20 Grams Or Less,1
2598,Female,African-American,43,0,0,0,7,(F3),arrest case no charge,1
2600,Female,Other,48,0,0,0,3,(F2),arrest case no charge,1
2603,Male,African-American,53,0,0,0,18,(F3),Burglary Unoccupied Dwelling,1
2604,Male,African-American,34,0,0,0,7,(F3),Possession of Cannabis,1
2606,Male,African-American,27,0,0,0,10,(F2),arrest case no charge,1
2607,Female,Caucasian,52,0,0,0,0,(M1),Battery,1
2608,Male,African-American,26,0,0,0,0,(M2),Operating W/O Valid License,1
2609,Male,African-American,25,0,0,1,9,(F3),Driving While License Revoked,1
2611,Female,African-American,29,0,0,0,1,(M2),Refuse to Supply DNA Sample,1
2612,Male,African-American,39,0,0,0,1,(F2),arrest case no charge,1
2613,Male,Caucasian,46,0,0,0,0,(F3),Stalking (Aggravated),1
2614,Male,Caucasian,28,0,0,0,6,(F3),Grand Theft in the 3rd Degree,1
2615,Male,African-American,57,0,0,0,0,(F3),Felony Battery (Dom Strang),1
2617,Male,Caucasian,36,0,0,0,7,(M2),Driving License Suspended,1
2619,Male,African-American,27,0,0,0,3,(F3),arrest case no charge,1
2622,Male,African-American,20,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2623,Male,African-American,37,0,0,0,8,(F2),Burglary Unoccupied Dwelling,1
2624,Male,African-American,51,0,0,0,0,(F3),Possession of Cocaine,2
2626,Female,Caucasian,21,0,0,0,0,(M1),Battery,1
2630,Male,African-American,28,0,1,0,8,(F3),Resist Officer w/Violence,1
2633,Male,African-American,45,0,0,0,15,(F3),Att Burgl Unoccupied Dwel,1
2634,Male,Caucasian,26,0,0,0,7,(F2),Burglary Dwelling Occupied,2
2636,Male,Caucasian,30,0,0,0,0,(F3),Resist Officer w/Violence,1
2637,Male,Caucasian,33,0,0,0,7,(F3),Felony Battery (Dom Strang),2
2639,Male,African-American,31,0,0,0,0,(M2),Poss Drugs W/O A Prescription,1
2640,Female,Caucasian,29,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1
2642,Male,Hispanic,19,1,0,0,1,(F3),arrest case no charge,2
2644,Male,Caucasian,30,0,0,0,1,(M1),Driving Under The Influence,1
2645,Female,Hispanic,48,0,0,0,9,(F3),arrest case no charge,1
2647,Male,Hispanic,23,0,0,0,0,(M1),Battery,1
2650,Female,African-American,40,0,0,0,0,(F1),Grand Theft in the 1st Degree,1
2651,Male,African-American,59,0,0,0,4,(M1),Battery,1
2652,Male,African-American,25,0,0,0,5,(F3),arrest case no charge,1
2653,Male,Caucasian,50,0,0,0,1,(F3),Felony Battery (Dom Strang),1
2654,Male,African-American,27,0,0,0,3,(M2),Leave Accd/Attend Veh/Less $50,1
2656,Male,Caucasian,58,0,0,0,1,(F3),Fel Drive License Perm Revoke,1
2657,Male,African-American,49,0,0,0,1,(M1),Battery,1
2658,Male,Caucasian,29,0,0,0,2,(F3),Grand Theft in the 3rd Degree,1
2659,Male,Caucasian,37,0,0,0,1,(F3),arrest case no charge,1
2660,Male,Caucasian,31,0,0,0,1,(F3),Felony Petit Theft,1
2661,Female,Caucasian,44,0,0,0,11,(F3),Felony Battery w/Prior Convict,1
2662,Male,African-American,24,0,0,0,2,(F2),Burglary Unoccupied Dwelling,1
2663,Male,African-American,26,0,0,0,1,(F7),arrest case no charge,1
2665,Female,African-American,35,1,0,0,13,(F3),Possession of Cocaine,1
2666,Female,African-American,34,0,0,0,5,(F3),Resist Officer w/Violence,1
2667,Male,Caucasian,24,0,0,0,0,(F3),Possession Of Alprazolam,1
2669,Male,Caucasian,65,0,0,0,4,(M1),Battery,1
2671,Male,African-American,29,0,2,1,7,(F3),Grand Theft in the 3rd Degree,1
2674,Male,Hispanic,47,0,0,0,3,(M1),Battery,1
2675,Male,Caucasian,41,0,0,0,13,(F3),arrest case no charge,1
2676,Male,Caucasian,32,0,0,0,2,(F3),Possession Of Heroin,2
2677,Male,Caucasian,22,0,0,0,2,(F3),arrest case no charge,1
2678,Male,African-American,21,0,0,0,0,(M1),Battery,1
2680,Male,African-American,29,0,0,0,0,(F1),Poss of Cocaine W/I/D/S 1000FT Park,1
2681,Male,African-American,43,0,0,0,1,(F3),Robbery Sudd Snatch No Weapon,1
2683,Male,Caucasian,47,0,0,0,0,(M1),Battery,1
2684,Male,Caucasian,49,0,0,0,0,(M1),Driving Under The Influence,1
2685,Female,African-American,21,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2686,Female,African-American,25,0,0,0,1,(M2),Disorderly Conduct,1
2687,Male,Caucasian,54,0,0,0,0,(M1),Battery,1
2688,Male,African-American,34,0,0,1,3,(F2),Lewd Act Presence Child 16-,2
2689,Female,African-American,28,0,0,0,2,(M1),Battery,1
2690,Female,Caucasian,53,0,0,0,4,(F3),Poss Contr Subst W/o Prescript,1
2691,Male,African-American,54,0,0,0,0,(MO3),Soliciting For Prostitution,1
2692,Male,Hispanic,37,0,0,0,3,(F3),arrest case no charge,1
2693,Male,Hispanic,26,0,0,0,4,(F2),Aggravated Battery / Pregnant,1
2694,Male,Caucasian,28,0,0,0,1,(F3),Possession Of Heroin,1
2695,Male,Caucasian,77,0,0,0,5,(F3),Felony DUI (level 3),1
2696,Male,African-American,34,0,0,0,2,(F3),Felony Driving While Lic Suspd,1
2699,Female,Caucasian,26,0,0,0,2,(M2),Disorderly Intoxication,1
2700,Male,African-American,22,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2702,Male,African-American,22,0,0,0,1,(F3),Robbery Sudd Snatch No Weapon,1
2703,Male,African-American,51,0,0,0,3,(F3),Felony Driving While Lic Suspd,1
2705,Male,African-American,26,0,0,0,1,(M2),Expired DL More Than 6 Months,1
2706,Female,African-American,28,0,0,0,1,(F3),Uttering a Forged Instrument,1
2708,Male,African-American,28,0,0,1,5,(M1),arrest case no charge,1
2710,Female,African-American,25,0,0,0,2,(F3),Uttering a Forged Instrument,1
2711,Male,Caucasian,33,0,0,0,0,(F3),Grand Theft (Motor Vehicle),1
2712,Male,African-American,37,0,0,0,1,(F3),arrest case no charge,1
2713,Male,Caucasian,43,0,0,0,4,(M1),Battery,1
2715,Male,Hispanic,20,0,0,0,0,(MO3),Alcohol Bev Under Age Of 21,1
2716,Male,Caucasian,32,0,0,0,5,(F3),Resist Officer w/Violence,1
2718,Female,African-American,35,0,0,0,0,(F3),Possession of Cocaine,1
2719,Male,African-American,23,0,0,0,1,(F3),Felony Batt(Great Bodily Harm),1
2720,Male,Hispanic,41,0,0,0,1,(M1),Aggrav Battery w/Deadly Weapon,1
2721,Male,Other,25,20,0,0,24,(F3),arrest case no charge,2
2722,Male,Hispanic,35,0,1,0,12,(F3),Aggravated Assault W/Dead Weap,1
2723,Male,African-American,25,0,0,0,4,(F3),Crim Use of Personal ID Info,1
2724,Male,Caucasian,69,0,0,0,6,(F3),Driving While License Revoked,1
2725,Male,African-American,22,0,0,0,1,(F3),arrest case no charge,1
2727,Male,African-American,29,0,0,0,1,(F2),Aggravated Battery / Pregnant,1
2728,Male,Asian,24,0,0,0,0,(M1),Battery,1
2729,Male,Native American,22,0,0,1,1,(F3),Possess Mot Veh W/Alt Vin #,1
2730,Male,African-American,21,0,0,0,3,(F3),Grand Theft (Motor Vehicle),2
2731,Male,Hispanic,28,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2732,Male,African-American,47,0,0,0,23,(F2),Poss Wep Conv Felon,1
2733,Male,Other,59,0,0,0,1,(F3),Possession Of Alprazolam,1
2734,Male,African-American,35,0,0,0,1,(M1),Battery,1
2735,Male,African-American,29,0,1,0,13,(F3),Poss Pyrrolidinovalerophenone,2
2736,Male,Caucasian,36,0,0,0,14,(F3),Grand Theft in the 3rd Degree,1
2737,Male,African-American,26,0,0,0,9,(F3),Drivg While Lic Suspd/Revk/Can,2
2739,Male,Caucasian,31,0,0,0,8,(F3),arrest case no charge,1
2743,Female,Caucasian,32,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2744,Male,Caucasian,68,0,0,0,0,(F3),Possession of Cocaine,1
2745,Male,Caucasian,28,0,0,0,0,(F3),Deliver 3;4 Methylenediox,1
2746,Male,Caucasian,48,0,0,0,1,(M1),Driving Under The Influence,1
2748,Male,Caucasian,44,0,0,0,0,(M1),Battery,1
2749,Male,African-American,42,0,0,0,7,(M2),Driving License Suspended,1
2750,Male,African-American,39,0,0,0,5,(F3),Grand Theft in the 3rd Degree,1
2751,Female,Hispanic,46,0,0,0,2,(F3),Grand Theft in the 3rd Degree,1
2752,Male,Caucasian,55,0,0,0,0,(M1),Battery,1
2753,Male,African-American,27,0,0,0,5,(F2),Burglary Dwelling Occupied,1
2754,Female,Caucasian,31,0,0,0,0,(M1),Battery,1
2755,Male,African-American,30,0,1,0,6,(F3),Poss Pyrrolidinovalerophenone,1
2756,Female,African-American,23,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,1
2757,Male,African-American,52,0,0,0,2,(F3),Felony Battery (Dom Strang),1
2758,Male,African-American,25,0,0,0,0,(F3),Poss Tetrahydrocannabinols,1
2760,Male,African-American,36,0,0,0,2,(F3),Driving While License Revoked,1
2761,Male,Caucasian,52,0,0,0,2,(M1),Stalking,1
2762,Male,African-American,21,0,0,0,3,(F3),arrest case no charge,1
2764,Male,Caucasian,39,0,0,0,2,(M2),Driving Under The Influence,1
2767,Male,Caucasian,67,0,0,0,2,(M1),Refuse Submit Blood/Breath Test,1
2768,Male,Caucasian,51,0,0,0,2,(F3),Felony DUI (level 3),1
2769,Male,African-American,29,0,0,0,0,(F3),Felony Battery (Dom Strang),1
2771,Male,Caucasian,37,0,0,0,3,(M2),Driving Under The Influence,1
2772,Male,African-American,23,0,0,0,2,(M2),Criminal Mischief,1
2773,Female,African-American,49,0,0,0,14,(M1),Battery,1
2774,Male,Other,38,2,0,0,9,(F3),Grand Theft (Motor Vehicle),1
2775,Male,Caucasian,32,0,0,0,9,(M1),Trespass Other Struct/Conve,1
2776,Male,Caucasian,41,0,0,0,9,(M1),Battery,1
2777,Male,African-American,25,0,0,0,1,(M1),Battery,1
2778,Male,African-American,27,0,0,0,4,(F3),arrest case no charge,1
2779,Female,Caucasian,57,0,0,0,3,(F3),Battery on Law Enforc Officer,1
2780,Male,Caucasian,58,0,0,0,0,(M1),Battery,1
2781,Male,Caucasian,35,0,0,0,1,(F3),Possession of Cocaine,1
2782,Male,African-American,44,2,0,0,19,(M1),Battery,2
2783,Female,African-American,27,0,0,0,1,(F3),Possession of Cocaine,1
2784,Female,African-American,59,0,0,0,2,(F1),arrest case no charge,1
2785,Male,Caucasian,31,0,0,0,0,(M2),Disorderly Conduct,1
2786,Male,African-American,28,0,0,0,1,(F3),Aggrav Stalking After Injunctn,1
2787,Female,African-American,39,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2789,Male,Hispanic,21,0,0,0,0,(M1),Battery,2
2790,Male,Caucasian,43,0,0,0,0,(M1),DUI Property Damage/Injury,1
2791,Female,African-American,46,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2792,Male,African-American,31,0,0,0,5,(M1),Battery,1
2793,Male,African-American,30,4,1,0,11,(F3),Pos Cannabis W/Intent Sel/Del,1
2794,Male,Caucasian,27,0,1,3,4,(M1),Battery,1
2795,Male,African-American,60,0,0,0,15,(F3),Felony Petit Theft,1
2797,Male,African-American,28,0,0,0,0,(M1),Battery,1
2800,Male,African-American,24,0,0,0,0,(M1),Possess Drug Paraphernalia,1
2803,Male,Caucasian,69,0,0,0,0,(F3),Felony/Driving Under Influence,1
2805,Male,African-American,51,0,0,0,4,(F3),arrest case no charge,1
2807,Male,Hispanic,24,0,0,0,11,(F3),Solicit Deliver Cocaine,2
2809,Male,African-American,23,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,1
2810,Male,Caucasian,29,0,0,0,0,(F3),Felony Battery (Dom Strang),1
2812,Female,African-American,24,0,0,0,0,(F3),Possession of Cocaine,1
2813,Male,African-American,26,2,1,0,8,(M2),Prowling/Loitering,2
2814,Male,Caucasian,36,0,0,0,5,(M1),Viol Injunct Domestic Violence,1
2816,Male,African-American,59,0,0,0,13,(M1),Trespass After Warning,1
2817,Male,Caucasian,27,0,0,0,1,(F3),arrest case no charge,1
2820,Male,Caucasian,66,0,0,0,0,(M1),Battery,1
2821,Female,Caucasian,36,0,0,1,3,(F3),Possession of Cocaine,1
2823,Male,Other,40,0,0,0,0,(F3),False Imprisonment,1
2824,Male,Hispanic,53,0,0,0,9,(F3),Felony Petit Theft,1
2825,Male,Caucasian,23,0,0,0,1,(F3),Possession of Cocaine,1
2826,Male,Caucasian,23,0,0,0,1,(F1),arrest case no charge,1
2827,Female,African-American,24,0,0,0,1,(M1),Battery,1
2828,Female,African-American,22,0,0,0,0,(M1),Battery,2
2830,Male,African-American,56,0,0,0,4,(F3),Possession of Cocaine,1
2831,Male,African-American,29,0,0,0,0,(F3),Felony Driving While Lic Suspd,1
2832,Female,Hispanic,36,0,0,0,1,(M1),DUI Blood Alcohol Above 0.20,1
2833,Male,Hispanic,62,0,0,0,1,(F3),arrest case no charge,1
2834,Male,Native American,29,0,0,0,1,(F3),Possession of Cocaine,1
2835,Male,Caucasian,29,0,0,0,10,(F3),arrest case no charge,1
2837,Female,African-American,58,0,0,0,3,(M1),arrest case no charge,1
2838,Male,Other,27,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2839,Male,Caucasian,38,0,0,0,2,(F2),Burglary Unoccupied Dwelling,1
2841,Male,Caucasian,24,0,1,2,3,(M2),DUI Level 0.15 Or Minor In Veh,1
2842,Male,African-American,22,0,0,0,0,(F7),Burglary Dwelling Armed,2
2843,Male,Caucasian,39,0,0,0,0,(M1),Battery,1
2845,Male,Caucasian,46,0,0,0,10,(F3),arrest case no charge,1
2846,Male,Caucasian,38,0,0,0,1,(F3),Possession Of Methamphetamine,1
2849,Male,African-American,52,0,0,0,17,(F3),Possession of Cocaine,1
2850,Male,Caucasian,53,0,0,0,3,(F3),Aggravated Assault w/Firearm,1
2851,Male,Other,39,0,0,0,6,(F2),Burglary Unoccupied Dwelling,1
2852,Male,African-American,25,0,0,0,0,(F3),Felony Battery,1
2853,Male,Caucasian,52,0,0,0,4,(F3),Possession Of Heroin,1
2854,Male,African-American,31,0,0,0,19,(F3),Driving While License Revoked,1
2855,Female,African-American,25,0,0,0,1,(M1),Battery,1
2856,Male,African-American,26,0,0,0,6,(F2),arrest case no charge,1
2857,Male,African-American,25,0,0,1,2,(F3),Possession Burglary Tools,1
2858,Male,African-American,24,0,0,0,1,(F1),arrest case no charge,1
2859,Male,Caucasian,37,0,0,0,11,(F3),Driving While License Revoked,1
2860,Male,African-American,36,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1
2861,Male,Hispanic,30,0,0,0,9,(M2),Expired DL More Than 6 Months,1
2862,Male,African-American,26,0,0,0,1,(F3),Pos Cannabis W/Intent Sel/Del,1
2863,Male,Other,21,0,2,0,3,(F3),Grand Theft in the 3rd Degree,1
2864,Male,African-American,35,0,0,0,7,(F3),Resist Officer w/Violence,2
2865,Male,African-American,22,0,0,0,2,(F3),Crim Use of Personal ID Info,2
2867,Male,Caucasian,25,0,0,0,0,(F2),Aggravated Battery,1
2868,Male,Caucasian,24,0,0,0,0,(M2),Crim Attempt/Solicit/Consp,1
2869,Male,Hispanic,36,0,0,0,0,(M2),Operating W/O Valid License,1
2870,Male,African-American,24,0,0,0,2,(M2),Susp Drivers Lic 1st Offense,2
2871,Male,African-American,21,0,0,1,0,(F3),Grand Theft in the 3rd Degree,1
2872,Male,African-American,50,0,0,0,0,(M1),Battery,1
2873,Male,Caucasian,32,2,0,1,15,(F3),Possession of Cocaine,1
2875,Male,African-American,33,0,0,0,10,(F3),Possession of Cocaine,1
2876,Female,African-American,23,0,0,0,4,(M1),arrest case no charge,1
2877,Male,African-American,25,0,0,0,2,(F3),Grand Theft in the 3rd Degree,1
2878,Male,Caucasian,42,0,0,0,0,(M1),Driving Under The Influence,1
2879,Male,Caucasian,29,0,0,0,0,(M1),DUI Property Damage/Injury,1
2882,Male,Caucasian,32,0,0,0,5,(F3),arrest case no charge,1
2883,Male,African-American,33,0,0,0,14,(F3),Driving While License Revoked,1
2885,Male,African-American,37,0,1,0,13,(F2),Agg Battery Grt/Bod/Harm,1
2886,Male,African-American,27,0,0,0,9,(F2),Burglary Unoccupied Dwelling,1
2887,Male,African-American,27,0,0,0,0,(M1),Battery,1
2888,Male,Caucasian,28,0,0,0,3,(F2),Burglary Unoccupied Dwelling,1
2890,Female,African-American,52,0,0,0,21,(F3),Felony Petit Theft,1
2891,Male,Hispanic,21,0,0,0,1,(M1),Possess Cannabis/20 Grams Or Less,2
2892,Male,African-American,58,0,0,0,1,(F7),arrest case no charge,1
2894,Male,African-American,36,0,0,0,0,(M1),Battery,1
2895,Female,Caucasian,33,1,0,0,1,(M1),Battery,1
2896,Male,African-American,28,0,0,0,5,(F3),Aggravated Assault W/o Firearm,1
2897,Male,Caucasian,28,0,0,0,1,(F3),Possession of Cocaine,1
2898,Female,Caucasian,31,0,0,0,0,(M1),Battery,1
2899,Male,Caucasian,30,0,1,0,11,(F3),arrest case no charge,1
2901,Male,African-American,26,0,0,0,6,(F3),Possession of Cannabis,1
2902,Male,Caucasian,43,0,0,0,0,(M1),DUI- Enhanced,1
2903,Male,African-American,31,0,0,1,2,(F3),Crim Use of Personal ID Info,1
2904,Male,African-American,59,0,0,0,2,(F3),Resist Officer w/Violence,1
2905,Male,African-American,40,0,0,0,4,(M2),Reckless Driving,1
2907,Male,African-American,22,0,0,0,3,(F3),Felony Batt(Great Bodily Harm),1
2908,Male,African-American,23,0,0,0,0,(F2),Burglary Unoccupied Dwelling,1
2909,Male,Hispanic,21,0,0,0,2,(M1),Possess Cannabis/20 Grams Or Less,1
2910,Male,Caucasian,42,0,0,0,0,(M1),Driving Under The Influence,1
2911,Male,African-American,34,0,0,0,0,(MO3),arrest case no charge,2
2914,Male,African-American,29,0,0,0,1,(F3),False Imprisonment,1
2915,Male,Caucasian,38,0,0,0,2,(F3),arrest case no charge,1
2918,Female,Hispanic,25,0,0,0,4,(F3),arrest case no charge,1
2919,Male,African-American,19,4,1,0,5,(F1),arrest case no charge,1
